Region*Label	Region*Area	Point transect*Label	Point transect*Survey effort	Observation*Radial distance
ACDC	2400	179	2	271,46
ACDC	2400	179	2	199,44
ACDC	2400	179	2	193,9
ACDC	2400	179	2	235,45
ACDC	2400	180	2	30,8
ACDC	2400	180	2	166,32
ACDC	2400	180	2	85,68
ACDC	2400	181	2	100,98
ACDC	2400	181	2	30,8
ACDC	2400	181	2	92,4
ACDC	2400	181	2	33,88
ACDC	2400	181	2	184,8
ACDC	2400	181	2	119,34
ACDC	2400	182	2	140,67857142857144
ACDC	2400	182	2	119,03571428571429
ACDC	2400	182	2	164,125
ACDC	2400	182	2	115,42857142857143
ACDC	2400	182	2	124,44642857142857
ACDC	2400	182	2	138,21052631578948
ACDC	2400	182	2	115,17543859649122
ACDC	2400	182	2	168,33333333333334
ACDC	2400	182	2	37,875
ACDC	2400	182	2	54,92982456140351
ACDC	2400	182	2	163,01754385964912
ACDC	2400	183	2	203,80357142857144
ACDC	2400	183	2	167,73214285714286
ACDC	2400	183	2	90,17857142857143
ACDC	2400	183	2	203,739
ACDC	2400	183	2	162,27
ACDC	2400	183	2	158,664
ACDC	2400	183	2	90,15
ACDC	2400	183	2	97,39285714285714
ACDC	2400	184	2	221,78571428571428
ACDC	2400	184	2	180,7142857142857
ACDC	2400	184	2	159,35714285714286
ACDC	2400	184	2	92,0
ACDC	2400	184	2	230,0
ACDC	2400	184	2	177,72727272727272
ACDC	2400	184	2	236,27272727272725
ACDC	2400	184	2	108,72727272727272
ACDC	2400	184	2	100,36363636363636
ACDC	2400	184	2	158,9620253164557
ACDC	2400	185	2	54,3859649122807
ACDC	2400	185	2	365,8
ACDC	2400	185	2	310,0
ACDC	2400	185	2	110,52631578947368
ACDC	2400	185	2	64,91228070175438
ACDC	2400	185	2	198,21428571428572
ACDC	2400	185	2	446,6
ACDC	2400	185	2	53,57142857142858
ACDC	2400	185	2	77,19298245614034
ACDC	2400	185	2	5,357142857142858
ACDC	2400	185	2	80,35714285714286
ACDC	2400	185	2	137,5
ACDC	2400	185	2	76,78571428571429
ACDC	2400	192	2	60,26
ACDC	2400	192	2	162,44
ACDC	2400	192	2	65,5
ACDC	2400	193	2	30,25
ACDC	2400	193	2	30,25
ACDC	2400	194	2	96,96
ACDC	2400	194	2	130,29
ACDC	2400	194	2	153,0
ACDC	2400	194	2	128,52
ACDC	2400	195	2	55,08
ACDC	2400	195	2	75,75
ACDC	2400	195	2	106,05
ACDC	2400	195	2	27,27
ACDC	2400	195	2	45,45
ACDC	2400	195	2	115,13999999999999
ACDC	2400	196	2	12,24
ACDC	2400	196	2	12,24
ACDC	2400	196	2	12,24
ACDC	2400	197	2	116,28
ACDC	2400	197	2	85,68
ACDC	2400	197	2	133,32
ACDC	2400	197	2	203,01
ACDC	2400	197	2	166,64999999999998
ACDC	2400	197	2	131,58
ACDC	2400	197	2	60,599999999999994
ACDC	2400	198	2	195,84
ACDC	2400	198	2	306,0
ACDC	2400	198	2	153,0
ACDC	2400	198	2	187,86
ACDC	2400	198	2	85,68
ACDC	2400	199	2	39,78
ACDC	2400	199	2	30,6
ACDC	2400	199	2	137,7
ACDC	2400	200	2	236,33999999999997
ACDC	2400	200	2	90,9
ACDC	2400	200	2	90,9
ACDC	2400	200	2	76,5
ACDC	2400	201	2	90,0
ACDC	2400	202	2	66,69999999999999
ACDC	2400	202	2	133,95000000000002
ACDC	2400	202	2	170,2
ACDC	2400	210	2	
ACDC	2400	211	2	
ACDC	2400	212	2	37,02
ACDC	2400	212	2	336,0
ACDC	2400	212	2	252,0
ACDC	2400	213	2	145,0
ACDC	2400	213	2	116,0
ACDC	2400	214	2	15,0
ACDC	2400	214	2	150,0
ACDC	2400	214	2	72,0
ACDC	2400	214	2	80,0
ACDC	2400	215	2	72,0
ACDC	2400	215	2	72,0
ACDC	2400	215	2	96,0
ACDC	2400	216	2	137,7
ACDC	2400	216	2	85,68
ACDC	2400	216	2	149,94
ACDC	2400	216	2	110,88
ACDC	2400	216	2	160,16
ACDC	2400	216	2	184,8
ACDC	2400	218	2	101,79
ACDC	2400	218	2	20,88
ACDC	2400	218	2	122,66999999999999
ACDC	2400	218	2	91,35
ACDC	2400	218	2	54,809999999999995
ACDC	2400	218	2	180,09
ACDC	2400	218	2	143,54999999999998
ACDC	2400	219	2	105,7
ACDC	2400	219	2	102,68
ACDC	2400	219	2	84,56
ACDC	2400	219	2	48,32
ACDC	2400	228	2	420,0
ACDC	2400	228	2	240,5
ACDC	2400	229	2	9,18
ACDC	2400	229	2	30,6
ACDC	2400	229	2	98,56
ACDC	2400	232	2	166,32
ACDC	2400	232	2	131,58
ACDC	2400	232	2	137,7
ACDC	2400	232	2	55,08
ACDC	2400	232	2	144,76
ACDC	2400	233	2	61,6
ACDC	2400	233	2	67,76
ACDC	2400	233	2	154,0
ACDC	2400	233	2	198,9
ACDC	2400	233	2	107,1
ACDC	2400	233	2	107,8
ACDC	2400	245	2	103,656
ACDC	2400	245	2	129,57
ACDC	2400	245	2	59,264
ACDC	2400	245	2	157,335
ACDC	2400	246	2	96,0
ACDC	2400	246	2	165,321
ACDC	2400	246	2	44,902
ACDC	2400	247	2	65,0
ACDC	2400	247	2	87,0
ACDC	2400	247	2	160,0
ACDC	2400	250	2	110,0
ACDC	2400	250	2	48,0
ACDC	2400	262	2	65,04918032786885
ACDC	2400	262	2	90,22950819672131
ACDC	2400	262	2	88,1311475409836
ACDC	2400	262	2	31,475409836065577
ACDC	2400	262	2	130,0983606557377
ACDC	2400	263	2	73,44262295081968
ACDC	2400	263	2	69,24590163934427
ACDC	2400	263	2	27,278688524590166
ACDC	2400	265	2	18,52
ACDC	2400	265	2	37,02
ACDC	2400	266	2	35,188
ACDC	2400	266	2	101,86
ACDC	2400	266	2	74,08
ACDC	2400	266	2	151,782
ACDC	2400	266	2	135,123
ACDC	2400	266	2	77,742
ACDC	2400	280	2	193,04918032786887
ACDC	2400	280	2	144,78688524590166
ACDC	2400	281	2	71,34426229508198
ACDC	2400	281	2	77,63934426229508
ACDC	2400	282	2	105,5438596491228
ACDC	2400	282	2	168,42105263157893
ACDC	2400	282	2	112,28070175438596
ACDC	2400	283	2	174,54545454545453
ACDC	2400	283	2	100,07272727272726
ACDC	2400	284	2	92,25
ACDC	2400	284	2	15,719298245614034
ACDC	2400	284	2	101,05263157894737
ACDC	2400	284	2	47,25
ACDC	2400	284	2	107,78947368421052
ACDC	2400	299	2	94,42622950819673
ACDC	2400	299	2	67,14754098360656
ACDC	2400	300	2	86,03278688524591
ACDC	2400	300	2	109,11475409836066
ACDC	2400	300	2	159,47540983606558
ACDC	2400	300	2	58,75409836065574
ACDC	2400	300	2	94,42622950819673
ACDC	2400	300	2	111,21311475409837
ACDC	2400	301	2	71,34426229508198
ACDC	2400	301	2	117,50819672131148
ACDC	2400	301	2	98,62295081967214
ACDC	2400	301	2	107,01639344262296
ACDC	2400	301	2	79,73770491803279
