Region*Label	Region*Area	Point transect*Label	Point transect*Survey effort	Observation*Radial distance
ACDC	2400	266	2	77,742000
ACDC	2400	280	2	193,049180
ACDC	2400	280	2	144,786885
ACDC	2400	281	2	71,344262
ACDC	2400	281	2	77,639344
ACDC	2400	282	2	105,543860
ACDC	2400	282	2	168,421053
ACDC	2400	282	2	112,280702
ACDC	2400	283	2	174,545455
ACDC	2400	283	2	100,072727
ACDC	2400	284	2	92,250000
ACDC	2400	284	2	15,719298
ACDC	2400	284	2	101,052632
ACDC	2400	284	2	47,250000
ACDC	2400	284	2	107,789474
ACDC	2400	299	2	94,426230
ACDC	2400	299	2	67,147541
ACDC	2400	300	2	86,032787
ACDC	2400	300	2	109,114754
ACDC	2400	300	2	159,475410
ACDC	2400	300	2	58,754098
ACDC	2400	300	2	94,426230
ACDC	2400	300	2	111,213115
ACDC	2400	301	2	71,344262
ACDC	2400	301	2	117,508197
ACDC	2400	301	2	98,622951
ACDC	2400	301	2	107,016393
ACDC	2400	301	2	79,737705
