Region*Label	Region*Area	Point transect*Label	Point transect*Survey effort	Observation*Radial distance
ACDC	2400	233	2	83.2
ACDC	2400	233	2	61.6
ACDC	2400	245	2	96.3
ACDC	2400	246	2	90.0
ACDC	2400	247	2	
ACDC	2400	250	2	84.0
ACDC	2400	262	2	
ACDC	2400	263	2	83.9
ACDC	2400	263	2	117.5
ACDC	2400	265	2	
ACDC	2400	266	2	
ACDC	2400	280	2	
ACDC	2400	281	2	104.9
ACDC	2400	281	2	100.7
ACDC	2400	282	2	85.3
ACDC	2400	282	2	193.1
ACDC	2400	282	2	130.2
ACDC	2400	283	2	
ACDC	2400	284	2	
ACDC	2400	299	2	
ACDC	2400	300	2	
ACDC	2400	301	2	
