Region*Label	Region*Area	Point transect*Label	Point transect*Survey effort	Observation*Radial distance
ACDC	2400	182	2	92,14035087719299
ACDC	2400	182	2	79,73684210526315
ACDC	2400	182	2	17,719298245614034
ACDC	2400	182	2	54,10714285714286
ACDC	2400	183	2	178,55357142857144
ACDC	2400	183	2	316,875
ACDC	2400	183	2	196,58928571428572
ACDC	2400	183	2	207,41071428571428
ACDC	2400	183	2	209,148
ACDC	2400	183	2	133,46428571428572
ACDC	2400	183	2	192,0
ACDC	2400	183	2	207,345
ACDC	2400	183	2	153,255
ACDC	2400	183	2	115,392
ACDC	2400	183	2	265,041
ACDC	2400	183	2	174,94642857142858
ACDC	2400	184	2	118,28571428571428
ACDC	2400	184	2	126,5
ACDC	2400	184	2	168,0
ACDC	2400	184	2	346,45569620253167
ACDC	2400	184	2	217,45454545454544
ACDC	2400	184	2	223,72727272727272
ACDC	2400	184	2	232,0909090909091
ACDC	2400	184	2	58,54545454545455
ACDC	2400	184	2	49,285714285714285
ACDC	2400	185	2	66,07142857142857
ACDC	2400	185	2	62,5
ACDC	2400	185	2	119,64285714285715
ACDC	2400	185	2	155,35714285714286
ACDC	2400	185	2	73,68421052631578
ACDC	2400	185	2	49,122807017543856
ACDC	2400	185	2	56,14035087719298
ACDC	2400	185	2	204,4
ACDC	2400	185	2	219,0
ACDC	2400	192	2	91,7
ACDC	2400	192	2	120,52
ACDC	2400	192	2	120,52
ACDC	2400	192	2	70,74
ACDC	2400	192	2	81,22
ACDC	2400	192	2	73,36
ACDC	2400	193	2	68,75
ACDC	2400	193	2	60,5
ACDC	2400	194	2	121,19999999999999
ACDC	2400	194	2	45,45
ACDC	2400	194	2	122,4
ACDC	2400	194	2	306,0
ACDC	2400	194	2	97,92
ACDC	2400	194	2	145,44
ACDC	2400	195	2	119,34
ACDC	2400	195	2	52,02
ACDC	2400	195	2	151,5
ACDC	2400	195	2	133,32
ACDC	2400	195	2	9,18
ACDC	2400	196	2	24,24
ACDC	2400	196	2	45,45
ACDC	2400	196	2	221,19
ACDC	2400	196	2	183,6
ACDC	2400	196	2	21,209999999999997
ACDC	2400	197	2	60,599999999999994
ACDC	2400	197	2	30,6
ACDC	2400	197	2	131,58
ACDC	2400	197	2	165,24
ACDC	2400	198	2	116,28
ACDC	2400	198	2	181,8
ACDC	2400	198	2	163,61999999999998
ACDC	2400	198	2	223,38
ACDC	2400	199	2	121,19999999999999
ACDC	2400	199	2	245,42999999999998
ACDC	2400	199	2	137,7
ACDC	2400	199	2	229,5
ACDC	2400	199	2	168,3
ACDC	2400	200	2	157,56
ACDC	2400	200	2	183,6
ACDC	2400	200	2	177,48
ACDC	2400	200	2	97,92
ACDC	2400	200	2	100,98
ACDC	2400	201	2	90,0
ACDC	2400	201	2	88,0
ACDC	2400	201	2	60,0
ACDC	2400	201	2	73,0
ACDC	2400	202	2	122,2
ACDC	2400	202	2	162,15
ACDC	2400	202	2	121,9
ACDC	2400	210	2	102,144
ACDC	2400	210	2	140,448
ACDC	2400	211	2	
ACDC	2400	212	2	35,169
ACDC	2400	212	2	124,017
ACDC	2400	212	2	55,56
ACDC	2400	213	2	145,0
ACDC	2400	213	2	52,0
ACDC	2400	213	2	130,0
ACDC	2400	213	2	72,0
ACDC	2400	213	2	145,0
ACDC	2400	213	2	100,0
ACDC	2400	214	2	46,0
ACDC	2400	214	2	20,0
ACDC	2400	214	2	160,0
ACDC	2400	214	2	54,0
ACDC	2400	215	2	108,0
ACDC	2400	215	2	24,0
ACDC	2400	215	2	25,0
ACDC	2400	215	2	67,0
ACDC	2400	215	2	168,0
ACDC	2400	215	2	84,0
ACDC	2400	216	2	160,16
ACDC	2400	216	2	166,32
ACDC	2400	216	2	110,16
ACDC	2400	218	2	65,25
ACDC	2400	218	2	91,35
ACDC	2400	218	2	99,18
ACDC	2400	218	2	161,82
ACDC	2400	218	2	174,87
ACDC	2400	219	2	72,48
ACDC	2400	219	2	75,5
ACDC	2400	228	2	
ACDC	2400	229	2	76,5
ACDC	2400	229	2	123,2
ACDC	2400	229	2	107,8
ACDC	2400	229	2	144,76
ACDC	2400	229	2	143,82
ACDC	2400	232	2	214,2
ACDC	2400	232	2	137,7
ACDC	2400	233	2	138,6
ACDC	2400	233	2	211,14
ACDC	2400	233	2	165,24
ACDC	2400	245	2	118,464
ACDC	2400	245	2	157,42000000000002
ACDC	2400	245	2	107,41600000000001
ACDC	2400	245	2	157,335
ACDC	2400	245	2	166,68
ACDC	2400	246	2	50,0
ACDC	2400	246	2	130,0
ACDC	2400	246	2	20,0
ACDC	2400	246	2	65,312
ACDC	2400	247	2	70,0
ACDC	2400	247	2	115,0
ACDC	2400	250	2	144,0
ACDC	2400	262	2	10,491803278688526
ACDC	2400	262	2	33,57377049180328
ACDC	2400	262	2	73,44262295081968
ACDC	2400	262	2	96,52459016393443
ACDC	2400	263	2	86,03278688524591
ACDC	2400	263	2	109,11475409836066
ACDC	2400	263	2	33,57377049180328
ACDC	2400	265	2	83,34
ACDC	2400	265	2	74,04
ACDC	2400	265	2	25,92
ACDC	2400	265	2	27,765
ACDC	2400	265	2	51,828
ACDC	2400	265	2	92,55
ACDC	2400	265	2	44,448
ACDC	2400	265	2	111,06
ACDC	2400	266	2	111,12
ACDC	2400	266	2	120,38000000000001
ACDC	2400	266	2	77,784
ACDC	2400	266	2	72,189
ACDC	2400	266	2	51,828
ACDC	2400	266	2	27,765
ACDC	2400	266	2	22,212
ACDC	2400	266	2	66,636
ACDC	2400	266	2	118,464
ACDC	2400	280	2	199,344262295082
ACDC	2400	280	2	165,7704918032787
ACDC	2400	281	2	39,868852459016395
ACDC	2400	281	2	54,55737704918033
ACDC	2400	281	2	79,73770491803279
ACDC	2400	282	2	53,89473684210526
ACDC	2400	282	2	179,64912280701753
ACDC	2400	282	2	112,28070175438596
ACDC	2400	282	2	152,7017543859649
ACDC	2400	282	2	58,3859649122807
ACDC	2400	283	2	13,963636363636363
ACDC	2400	284	2	87,75
ACDC	2400	284	2	76,5
ACDC	2400	284	2	33,68421052631579
ACDC	2400	284	2	76,35087719298245
ACDC	2400	284	2	54,0
ACDC	2400	284	2	128,25
ACDC	2400	284	2	152,7017543859649
ACDC	2400	299	2	69,24590163934427
ACDC	2400	299	2	58,75409836065574
ACDC	2400	299	2	125,9016393442623
ACDC	2400	299	2	94,42622950819673
ACDC	2400	300	2	165,7704918032787
ACDC	2400	300	2	75,54098360655738
ACDC	2400	300	2	100,72131147540983
ACDC	2400	300	2	117,50819672131148
ACDC	2400	300	2	148,98360655737704
ACDC	2400	301	2	39,868852459016395
ACDC	2400	301	2	52,459016393442624
ACDC	2400	301	2	18,885245901639344
ACDC	2400	301	2	86,03278688524591
ACDC	2400	301	2	104,91803278688525
