Region*Label	Region*Area	Point transect*Label	Point transect*Survey effort	Observation*Radial distance
ACDC	2400	200	2	184,830000
ACDC	2400	201	2	102,000000
ACDC	2400	201	2	175,000000
ACDC	2400	201	2	180,000000
ACDC	2400	202	2	135,700000
ACDC	2400	202	2	105,750000
ACDC	2400	202	2	75,900000
ACDC	2400	202	2	138,000000
ACDC	2400	210	2	74,480000
ACDC	2400	210	2	89,376000
ACDC	2400	210	2	138,320000
ACDC	2400	210	2	87,248000
ACDC	2400	211	2	98,156000
ACDC	2400	211	2	27,765000
ACDC	2400	211	2	53,679000
ACDC	2400	211	2	100,008000
ACDC	2400	211	2	90,748000
ACDC	2400	211	2	70,376000
ACDC	2400	211	2	64,785000
ACDC	2400	212	2	105,507000
ACDC	2400	213	2	
ACDC	2400	214	2	
ACDC	2400	215	2	120,000000
ACDC	2400	215	2	96,000000
ACDC	2400	215	2	100,000000
ACDC	2400	215	2	96,000000
ACDC	2400	216	2	116,280000
ACDC	2400	216	2	107,800000
ACDC	2400	216	2	73,920000
ACDC	2400	218	2	
ACDC	2400	219	2	84,560000
ACDC	2400	219	2	123,820000
ACDC	2400	228	2	118,400000
ACDC	2400	228	2	88,800000
ACDC	2400	228	2	61,083000
ACDC	2400	228	2	74,040000
ACDC	2400	228	2	51,800000
ACDC	2400	229	2	125,460000
ACDC	2400	229	2	123,200000
ACDC	2400	232	2	160,160000
ACDC	2400	232	2	61,200000
ACDC	2400	232	2	140,760000
ACDC	2400	232	2	137,700000
ACDC	2400	232	2	226,440000
ACDC	2400	232	2	61,600000
ACDC	2400	232	2	138,600000
ACDC	2400	233	2	52,020000
ACDC	2400	233	2	195,840000
ACDC	2400	233	2	138,600000
ACDC	2400	233	2	169,400000
ACDC	2400	233	2	83,160000
ACDC	2400	233	2	61,600000
ACDC	2400	245	2	96,252000
ACDC	2400	246	2	90,000000
ACDC	2400	247	2	
ACDC	2400	250	2	84,000000
ACDC	2400	262	2	
ACDC	2400	263	2	83,934426
ACDC	2400	263	2	117,508197
ACDC	2400	265	2	
ACDC	2400	266	2	
ACDC	2400	280	2	
ACDC	2400	281	2	104,918033
ACDC	2400	281	2	100,721311
ACDC	2400	282	2	85,333333
ACDC	2400	282	2	193,122807
ACDC	2400	282	2	130,245614
ACDC	2400	283	2	
ACDC	2400	284	2	
ACDC	2400	299	2	
ACDC	2400	300	2	
ACDC	2400	301	2	
