2023-04-30 15:34:02,110 4472 main INFO1	Logging session to temporary C:/Users/f270560/AppData/Local/Temp/pyaudisamfl9tqqil/pyaudisam-main.230430-153402.log
2023-04-30 15:34:02,122 4472 main INFO1	* logPrefix: None
2023-04-30 15:34:02,122 4472 main INFO1	* threads: 0
2023-04-30 15:34:02,122 4472 main INFO1	* engineType: MCDS
2023-04-30 15:34:02,946 4472 main INFO0	Available filter & sort report schemes: ExAicMQua-r975m8q3d8, ExAicMQua-r950m8q3d10, ExAicMQua-r925m8q3d12, ExCode
2023-04-30 15:34:02,947 4472 main INFO0	Work folder: anlys/230430-153402
2023-04-30 15:34:02,948 4472 main INFO1	Loading survey data and transects infos from file ACDC2019-Nat-ObsIndivDist.xlsx ...
2023-04-30 15:34:04,724 4472 main INFO1	... found 874 mono-category sightings and 190 transects
2023-04-30 15:34:04,725 4472 main INFO0	Running opt-analyses ...
2023-04-30 15:34:04,725 4472 ads.dat INFO0	Loaded 874 x 11 total rows x columns in data set ...
2023-04-30 15:34:04,725 4472 ads.dat INFO0	... found columns: [Observateur|ID liste|Date|Passage|Durée|Point|Espèce|Adulte|Distance|Ref|Horaire]
2023-04-30 15:34:04,726 4472 ads.dat INFO0	Individuals data : 874 sightings, 190 transects
2023-04-30 15:34:04,726 4472 ads.dat INFO0	Loaded 874 x 11 total rows x columns in data set ...
2023-04-30 15:34:04,727 4472 ads.dat INFO0	... found columns: [Observateur|ID liste|Date|Passage|Durée|Point|Espèce|Adulte|Distance|Ref|Horaire]
2023-04-30 15:34:04,727 4472 ads.dat INFO0	Individuals data : 874 sightings, 190 transects
2023-04-30 15:34:04,922 4472 ads.anr INFO0	Dropped 20 last duplicate specs of 292, on [Espèce, Passage, Adulte, Durée, FonctionClé, SérieAjust, TrGche, TrDrte, NbTrchMod] columns
2023-04-30 15:34:04,951 4472 main INFO1	From opt-analysis specs, 140 / 272 opt-analyses to run with truncation optimisation first ...
2023-04-30 15:34:04,952 4472 main INFO1	... implying possibly up to 21000 auto-analyses in the background if only full "auto" specs
2023-04-30 15:34:05,127 4472 ads.anr INFO0	Dropped 20 last duplicate specs of 292, on [Espèce, Passage, Adulte, Durée, FonctionClé, SérieAjust, TrGche, TrDrte, NbTrchMod] columns
2023-04-30 15:34:05,131 4472 ads.onr INFO0	Found 140/272 analysis specs implying some prior optimisation
2023-04-30 15:34:05,131 4472 ads.dat INFO0	Loaded 874 x 11 total rows x columns in data set ...
2023-04-30 15:34:05,131 4472 ads.dat INFO0	... found columns: [Observateur|ID liste|Date|Passage|Durée|Point|Espèce|Adulte|Distance|Ref|Horaire]
2023-04-30 15:34:05,131 4472 ads.dat INFO0	Individuals data : 874 sightings, 190 transects
2023-04-30 15:34:05,145 4472 ads.eng INFO0	DSEngine work folder: C:/tmp/howto-acdc19-nat/anlys/230430-153402
2023-04-30 15:34:05,149 4472 ads.anr INFO0	Dropped 0 last duplicate specs of 140, on [Espèce, Passage, Adulte, Durée, FonctionClé, SérieAjust, TrGche, TrDrte, NbTrchMod] columns
2023-04-30 15:34:05,151 4472 ads.opr INFO0	Running MCDS truncation optimisations for 140 analyses specs (at most 16 parallel threads) ...
2023-04-30 15:34:05,151 4472 ads.opr INFO1	#1/140: SylvAtri-ab-5mn-m-hno-pol-ma (Id 1)
2023-04-30 15:34:05,173 4472 ads.dat INFO0	Loaded 285 x 14 total rows x columns in data set ...
2023-04-30 15:34:05,173 4472 ads.dat INFO0	... found columns: [Observateur|ID liste|Date|Passage|Durée|Point|Espèce|Adulte|Distance|Ref|Horaire|Effort|Zone|Surface]
2023-04-30 15:34:05,175 4472 ads.dat INFO0	Sample data : 285 sightings = 270 individuals + 15 absence rows
2023-04-30 15:34:05,176 4472 ads.opr INFO2	OptimedParams specs:{'minDist': None, 'maxDist': None, 'fitDistCuts': Auto(), 'discrDistCuts': None}
2023-04-30 15:34:05,176 4472 ads.opr INFO2	OptimedParams: minDist=None, maxDist=None, fitDistCuts=[11, 25], discrDistCuts=None
2023-04-30 15:34:05,176 4472 ads.opr INFO2	Optim. params: estimKeyFn: HNORMAL, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: None, maxDist: None, fitDistCuts: [11, 25], discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,177 4472 ads.opn INFO1	ZOTrOptimisation({'fitDistCuts': Parameter(name='FitDistCuts', interval=[11, 25], continuous=False, ordered=True)})
2023-04-30 15:34:05,177 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,185 4472 ads.opr INFO1	#2/140: SylvAtri-ab-5mn-m-hno-pol-ra (Id 2)
2023-04-30 15:34:05,189 4472 ads.opr INFO2	OptimedParams specs:{'minDist': None, 'maxDist': Auto(), 'fitDistCuts': None, 'discrDistCuts': None}
2023-04-30 15:34:05,191 4472 ads.opr INFO2	OptimedParams: minDist=None, maxDist=[234.0330814949917, 488.187599344441], fitDistCuts=None, discrDistCuts=None
2023-04-30 15:34:05,191 4472 ads.opr INFO2	Optim. params: estimKeyFn: HNORMAL, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: None, maxDist: [234.0330814949917, 488.187599344441], fitDistCuts: None, discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,192 4472 ads.opn INFO1	ZOTrOptimisation({'maxDist': Parameter(name='MaxDist', interval=[234.0330814949917, 488.187599344441], continuous=True, ordered=True)})
2023-04-30 15:34:05,192 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,196 4472 ads.opr INFO1	#3/140: SylvAtri-ab-5mn-m-hno-pol-ra-ma (Id 3)
2023-04-30 15:34:05,202 4472 ads.opr INFO2	OptimedParams specs:{'minDist': None, 'maxDist': Auto(), 'fitDistCuts': Auto(), 'discrDistCuts': None}
2023-04-30 15:34:05,203 4472 ads.opr INFO2	OptimedParams: minDist=None, maxDist=[234.0330814949917, 488.187599344441], fitDistCuts=[11, 25], discrDistCuts=None
2023-04-30 15:34:05,203 4472 ads.opr INFO2	Optim. params: estimKeyFn: HNORMAL, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: None, maxDist: [234.0330814949917, 488.187599344441], fitDistCuts: [11, 25], discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,206 4472 ads.opn INFO1	ZOTrOptimisation({'maxDist': Parameter(name='MaxDist', interval=[234.0330814949917, 488.187599344441], continuous=True, ordered=True), 'fitDistCuts': Parameter(name='FitDistCuts', interval=[11, 25], continuous=False, ordered=True)})
2023-04-30 15:34:05,206 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,210 4472 ads.opr INFO1	#4/140: SylvAtri-ab-5mn-m-hno-pol-la (Id 4)
2023-04-30 15:34:05,212 4472 ads.opr INFO2	OptimedParams specs:{'minDist': Auto(), 'maxDist': None, 'fitDistCuts': None, 'discrDistCuts': None}
2023-04-30 15:34:05,213 4472 ads.opr INFO2	OptimedParams: minDist=[10.843323181859, 27.839177853414427], maxDist=None, fitDistCuts=None, discrDistCuts=None
2023-04-30 15:34:05,216 4472 ads.opr INFO2	Optim. params: estimKeyFn: HNORMAL, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: [10.843323181859, 27.839177853414427], maxDist: None, fitDistCuts: None, discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,217 4472 ads.opn INFO1	ZOTrOptimisation({'minDist': Parameter(name='MinDist', interval=[10.843323181859, 27.839177853414427], continuous=True, ordered=True)})
2023-04-30 15:34:05,217 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,225 4472 ads.opr INFO1	#5/140: SylvAtri-ab-5mn-m-hno-pol-la-ma (Id 5)
2023-04-30 15:34:05,226 4472 ads.opr INFO2	OptimedParams specs:{'minDist': Auto(), 'maxDist': None, 'fitDistCuts': Auto(), 'discrDistCuts': None}
2023-04-30 15:34:05,228 4472 ads.opr INFO2	OptimedParams: minDist=[10.843323181859, 27.839177853414427], maxDist=None, fitDistCuts=[11, 25], discrDistCuts=None
2023-04-30 15:34:05,230 4472 ads.opr INFO2	Optim. params: estimKeyFn: HNORMAL, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: [10.843323181859, 27.839177853414427], maxDist: None, fitDistCuts: [11, 25], discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,231 4472 ads.opn INFO1	ZOTrOptimisation({'minDist': Parameter(name='MinDist', interval=[10.843323181859, 27.839177853414427], continuous=True, ordered=True), 'fitDistCuts': Parameter(name='FitDistCuts', interval=[11, 25], continuous=False, ordered=True)})
2023-04-30 15:34:05,232 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,235 4472 ads.opr INFO1	#6/140: SylvAtri-ab-5mn-m-hno-pol-la-ra (Id 6)
2023-04-30 15:34:05,240 4472 ads.opr INFO2	OptimedParams specs:{'minDist': Auto(), 'maxDist': Auto(), 'fitDistCuts': None, 'discrDistCuts': None}
2023-04-30 15:34:05,246 4472 ads.opr INFO2	OptimedParams: minDist=[10.843323181859, 27.839177853414427], maxDist=[234.0330814949917, 488.187599344441], fitDistCuts=None, discrDistCuts=None
2023-04-30 15:34:05,247 4472 ads.opr INFO2	Optim. params: estimKeyFn: HNORMAL, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: [10.843323181859, 27.839177853414427], maxDist: [234.0330814949917, 488.187599344441], fitDistCuts: None, discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,249 4472 ads.opn INFO1	ZOTrOptimisation({'minDist': Parameter(name='MinDist', interval=[10.843323181859, 27.839177853414427], continuous=True, ordered=True), 'maxDist': Parameter(name='MaxDist', interval=[234.0330814949917, 488.187599344441], continuous=True, ordered=True)})
2023-04-30 15:34:05,250 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,257 4472 ads.opr INFO1	#7/140: SylvAtri-ab-5mn-m-hno-pol-la-ra-ma (Id 7)
2023-04-30 15:34:05,260 4472 ads.opr INFO2	OptimedParams specs:{'minDist': Auto(), 'maxDist': Auto(), 'fitDistCuts': Auto(), 'discrDistCuts': None}
2023-04-30 15:34:05,269 4472 ads.opr INFO2	OptimedParams: minDist=[10.843323181859, 27.839177853414427], maxDist=[234.0330814949917, 488.187599344441], fitDistCuts=[11, 25], discrDistCuts=None
2023-04-30 15:34:05,270 4472 ads.opr INFO2	Optim. params: estimKeyFn: HNORMAL, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: [10.843323181859, 27.839177853414427], maxDist: [234.0330814949917, 488.187599344441], fitDistCuts: [11, 25], discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,272 4472 ads.opn INFO1	ZOTrOptimisation({'minDist': Parameter(name='MinDist', interval=[10.843323181859, 27.839177853414427], continuous=True, ordered=True), 'maxDist': Parameter(name='MaxDist', interval=[234.0330814949917, 488.187599344441], continuous=True, ordered=True), 'fitDistCuts': Parameter(name='FitDistCuts', interval=[11, 25], continuous=False, ordered=True)})
2023-04-30 15:34:05,272 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,279 4472 ads.opr INFO1	#8/140: SylvAtri-ab-5mn-m-haz-pol-ma (Id 15)
2023-04-30 15:34:05,284 4472 ads.opr INFO2	OptimedParams specs:{'minDist': None, 'maxDist': None, 'fitDistCuts': Auto(), 'discrDistCuts': None}
2023-04-30 15:34:05,291 4472 ads.opr INFO2	OptimedParams: minDist=None, maxDist=None, fitDistCuts=[11, 25], discrDistCuts=None
2023-04-30 15:34:05,293 4472 ads.opr INFO2	Optim. params: estimKeyFn: HAZARD, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: None, maxDist: None, fitDistCuts: [11, 25], discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,294 4472 ads.opn INFO1	ZOTrOptimisation({'fitDistCuts': Parameter(name='FitDistCuts', interval=[11, 25], continuous=False, ordered=True)})
2023-04-30 15:34:05,297 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,304 4472 ads.opr INFO1	#9/140: SylvAtri-ab-5mn-m-haz-pol-ra (Id 16)
2023-04-30 15:34:05,319 4472 ads.opr INFO2	OptimedParams specs:{'minDist': None, 'maxDist': Auto(), 'fitDistCuts': None, 'discrDistCuts': None}
2023-04-30 15:34:05,322 4472 ads.opr INFO2	OptimedParams: minDist=None, maxDist=[234.0330814949917, 488.187599344441], fitDistCuts=None, discrDistCuts=None
2023-04-30 15:34:05,323 4472 ads.opr INFO2	Optim. params: estimKeyFn: HAZARD, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: None, maxDist: [234.0330814949917, 488.187599344441], fitDistCuts: None, discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,325 4472 ads.opn INFO1	ZOTrOptimisation({'maxDist': Parameter(name='MaxDist', interval=[234.0330814949917, 488.187599344441], continuous=True, ordered=True)})
2023-04-30 15:34:05,325 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,331 4472 ads.opr INFO1	#10/140: SylvAtri-ab-5mn-m-haz-pol-ra-ma (Id 17)
2023-04-30 15:34:05,336 4472 ads.opr INFO2	OptimedParams specs:{'minDist': None, 'maxDist': Auto(), 'fitDistCuts': Auto(), 'discrDistCuts': None}
2023-04-30 15:34:05,345 4472 ads.opr INFO2	OptimedParams: minDist=None, maxDist=[234.0330814949917, 488.187599344441], fitDistCuts=[11, 25], discrDistCuts=None
2023-04-30 15:34:05,345 4472 ads.opr INFO2	Optim. params: estimKeyFn: HAZARD, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: None, maxDist: [234.0330814949917, 488.187599344441], fitDistCuts: [11, 25], discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,349 4472 ads.opn INFO1	ZOTrOptimisation({'maxDist': Parameter(name='MaxDist', interval=[234.0330814949917, 488.187599344441], continuous=True, ordered=True), 'fitDistCuts': Parameter(name='FitDistCuts', interval=[11, 25], continuous=False, ordered=True)})
2023-04-30 15:34:05,350 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,360 4472 ads.opr INFO1	#11/140: SylvAtri-ab-5mn-m-haz-pol-la (Id 18)
2023-04-30 15:34:05,371 4472 ads.opr INFO2	OptimedParams specs:{'minDist': Auto(), 'maxDist': None, 'fitDistCuts': None, 'discrDistCuts': None}
2023-04-30 15:34:05,373 4472 ads.opr INFO2	OptimedParams: minDist=[10.843323181859, 27.839177853414427], maxDist=None, fitDistCuts=None, discrDistCuts=None
2023-04-30 15:34:05,375 4472 ads.opr INFO2	Optim. params: estimKeyFn: HAZARD, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: [10.843323181859, 27.839177853414427], maxDist: None, fitDistCuts: None, discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,378 4472 ads.opn INFO1	ZOTrOptimisation({'minDist': Parameter(name='MinDist', interval=[10.843323181859, 27.839177853414427], continuous=True, ordered=True)})
2023-04-30 15:34:05,379 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,389 4472 ads.opr INFO1	#12/140: SylvAtri-ab-5mn-m-haz-pol-la-ma (Id 19)
2023-04-30 15:34:05,393 4472 ads.opr INFO2	OptimedParams specs:{'minDist': Auto(), 'maxDist': None, 'fitDistCuts': Auto(), 'discrDistCuts': None}
2023-04-30 15:34:05,403 4472 ads.opr INFO2	OptimedParams: minDist=[10.843323181859, 27.839177853414427], maxDist=None, fitDistCuts=[11, 25], discrDistCuts=None
2023-04-30 15:34:05,403 4472 ads.opr INFO2	Optim. params: estimKeyFn: HAZARD, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: [10.843323181859, 27.839177853414427], maxDist: None, fitDistCuts: [11, 25], discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,405 4472 ads.opn INFO1	ZOTrOptimisation({'minDist': Parameter(name='MinDist', interval=[10.843323181859, 27.839177853414427], continuous=True, ordered=True), 'fitDistCuts': Parameter(name='FitDistCuts', interval=[11, 25], continuous=False, ordered=True)})
2023-04-30 15:34:05,405 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,413 4472 ads.opr INFO1	#13/140: SylvAtri-ab-5mn-m-haz-pol-la-ra (Id 20)
2023-04-30 15:34:05,415 4472 ads.opr INFO2	OptimedParams specs:{'minDist': Auto(), 'maxDist': Auto(), 'fitDistCuts': None, 'discrDistCuts': None}
2023-04-30 15:34:05,428 4472 ads.opr INFO2	OptimedParams: minDist=[10.843323181859, 27.839177853414427], maxDist=[234.0330814949917, 488.187599344441], fitDistCuts=None, discrDistCuts=None
2023-04-30 15:34:05,429 4472 ads.opr INFO2	Optim. params: estimKeyFn: HAZARD, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: [10.843323181859, 27.839177853414427], maxDist: [234.0330814949917, 488.187599344441], fitDistCuts: None, discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,432 4472 ads.opn INFO1	ZOTrOptimisation({'minDist': Parameter(name='MinDist', interval=[10.843323181859, 27.839177853414427], continuous=True, ordered=True), 'maxDist': Parameter(name='MaxDist', interval=[234.0330814949917, 488.187599344441], continuous=True, ordered=True)})
2023-04-30 15:34:05,432 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,451 4472 ads.opr INFO1	#14/140: SylvAtri-ab-5mn-m-haz-pol-la-ra-ma (Id 21)
2023-04-30 15:34:05,458 4472 ads.opr INFO2	OptimedParams specs:{'minDist': Auto(), 'maxDist': Auto(), 'fitDistCuts': Auto(), 'discrDistCuts': None}
2023-04-30 15:34:05,463 4472 ads.opr INFO2	OptimedParams: minDist=[10.843323181859, 27.839177853414427], maxDist=[234.0330814949917, 488.187599344441], fitDistCuts=[11, 25], discrDistCuts=None
2023-04-30 15:34:05,463 4472 ads.opr INFO2	Optim. params: estimKeyFn: HAZARD, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: [10.843323181859, 27.839177853414427], maxDist: [234.0330814949917, 488.187599344441], fitDistCuts: [11, 25], discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,465 4472 ads.opn INFO1	ZOTrOptimisation({'minDist': Parameter(name='MinDist', interval=[10.843323181859, 27.839177853414427], continuous=True, ordered=True), 'maxDist': Parameter(name='MaxDist', interval=[234.0330814949917, 488.187599344441], continuous=True, ordered=True), 'fitDistCuts': Parameter(name='FitDistCuts', interval=[11, 25], continuous=False, ordered=True)})
2023-04-30 15:34:05,465 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,471 4472 ads.opr INFO1	#15/140: SylvAtri-ab-10mn-m-hno-pol-ma (Id 29)
2023-04-30 15:34:05,599 4472 ads.dat INFO0	Loaded 408 x 14 total rows x columns in data set ...
2023-04-30 15:34:05,615 4472 ads.dat INFO0	... found columns: [Observateur|ID liste|Date|Passage|Durée|Point|Espèce|Adulte|Distance|Ref|Horaire|Effort|Zone|Surface]
2023-04-30 15:34:05,736 4472 ads.dat INFO0	Sample data : 408 sightings = 403 individuals + 5 absence rows
2023-04-30 15:34:05,781 4472 ads.opr INFO2	OptimedParams specs:{'minDist': None, 'maxDist': None, 'fitDistCuts': Auto(), 'discrDistCuts': None}
2023-04-30 15:34:05,792 4472 ads.opr INFO2	OptimedParams: minDist=None, maxDist=None, fitDistCuts=[13, 30], discrDistCuts=None
2023-04-30 15:34:05,806 4472 ads.opr INFO2	Optim. params: estimKeyFn: HNORMAL, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: None, maxDist: None, fitDistCuts: [13, 30], discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,834 4472 ads.opn INFO1	ZOTrOptimisation({'fitDistCuts': Parameter(name='FitDistCuts', interval=[13, 30], continuous=False, ordered=True)})
2023-04-30 15:34:05,859 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,898 4472 ads.opr INFO1	#16/140: SylvAtri-ab-10mn-m-hno-pol-ra (Id 30)
2023-04-30 15:34:05,902 4472 ads.opr INFO2	OptimedParams specs:{'minDist': None, 'maxDist': Auto(), 'fitDistCuts': None, 'discrDistCuts': None}
2023-04-30 15:34:05,903 4472 ads.opr INFO2	OptimedParams: minDist=None, maxDist=[263.41842916705735, 511.409745300912], fitDistCuts=None, discrDistCuts=None
2023-04-30 15:34:05,914 4472 ads.opr INFO2	Optim. params: estimKeyFn: HNORMAL, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: None, maxDist: [263.41842916705735, 511.409745300912], fitDistCuts: None, discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,914 4472 ads.opn INFO1	ZOTrOptimisation({'maxDist': Parameter(name='MaxDist', interval=[263.41842916705735, 511.409745300912], continuous=True, ordered=True)})
2023-04-30 15:34:05,917 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,931 4472 ads.opr INFO1	#17/140: SylvAtri-ab-10mn-m-hno-pol-ra-ma (Id 31)
2023-04-30 15:34:05,935 4472 ads.opr INFO2	OptimedParams specs:{'minDist': None, 'maxDist': Auto(), 'fitDistCuts': Auto(), 'discrDistCuts': None}
2023-04-30 15:34:05,960 4472 ads.opr INFO2	OptimedParams: minDist=None, maxDist=[263.41842916705735, 511.409745300912], fitDistCuts=[13, 30], discrDistCuts=None
2023-04-30 15:34:05,960 4472 ads.opr INFO2	Optim. params: estimKeyFn: HNORMAL, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: None, maxDist: [263.41842916705735, 511.409745300912], fitDistCuts: [13, 30], discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:05,961 4472 ads.opn INFO1	ZOTrOptimisation({'maxDist': Parameter(name='MaxDist', interval=[263.41842916705735, 511.409745300912], continuous=True, ordered=True), 'fitDistCuts': Parameter(name='FitDistCuts', interval=[13, 30], continuous=False, ordered=True)})
2023-04-30 15:34:05,979 4472 ads.opr INFO2	Submit params: times: 1, onlyBest: 1
2023-04-30 15:34:05,980 4472 ads.opr INFO1	#18/140: SylvAtri-ab-10mn-m-hno-pol-la (Id 32)
2023-04-30 15:34:06,026 4472 ads.opr INFO2	OptimedParams specs:{'minDist': Auto(), 'maxDist': None, 'fitDistCuts': None, 'discrDistCuts': None}
2023-04-30 15:34:06,030 4472 ads.opr INFO2	OptimedParams: minDist=[1.21209447400735, 26.134271086050532], maxDist=None, fitDistCuts=None, discrDistCuts=None
2023-04-30 15:34:06,048 4472 ads.opr INFO2	Optim. params: estimKeyFn: HNORMAL, estimAdjustFn: POLY, estimCriterion: AIC, cvInterval: 95, expr2Optimise: balq3, minimiseExpr: False, minDist: [1.21209447400735, 26.134271086050532], maxDist: None, fitDistCuts: None, discrDistCuts: None, core: zoopt, maxIters: 150, termExprValue: None, algorithm: racos, maxRetries: 0
2023-04-30 15:34:06,048 4472 ads.opn INFO1	ZOTrOptimisation({'minDist': Parameter(name='MinDist', interval=[1.21209447400735, 26.134271086050532], continuous=True, ordered=True)})
